assignment_key,season,team_id,coach_id,coach_canonical_name,role,start_week,end_week,start_date,end_date,is_interim,is_shared,is_retained,verification_status,confidence_level,interval_basis,primary_source_url,notes
2010-CIN-head_coach-01-17-marvin-lewis,2010,CIN,coach-marvin-lewis,Marvin Lewis,head_coach,1,17,,,false,false,false,verified,high,observed_game_weeks,https://github.com/nflverse/nflverse-data/releases/download/pbp/play_by_play_2010.parquet,Observed head coach on each included regular-season game; interval is first through last observed game week.
2010-CIN-offensive_coordinator-01-17-bob-bratkowski,2010,CIN,coach-bob-bratkowski,Bob Bratkowski,offensive_coordinator,1,17,,,false,false,false,verified,medium,season_designation,https://nyc3.digitaloceanspaces.com/sportsarchive-documents/prod/60e8d5ec49e0c/494499963-2010-NFL-Record-Fact-Book.pdf,"Formal preseason staff title: offensive coordinator. Weeks encode the season designation, not independently observed weekly tenure; does not establish play-calling duty."
2010-CIN-quarterbacks_coach-01-17-ken-zampese,2010,CIN,coach-ken-zampese,Ken Zampese,quarterbacks_coach,1,17,,,false,false,false,verified,medium,season_designation,https://nyc3.digitaloceanspaces.com/sportsarchive-documents/prod/60e8d5ec49e0c/494499963-2010-NFL-Record-Fact-Book.pdf,"Formal preseason staff title: quarterbacks. Weeks encode the season designation, not independently observed weekly tenure; does not establish play-calling duty."
2010-CLE-head_coach-01-17-eric-mangini,2010,CLE,coach-eric-mangini,Eric Mangini,head_coach,1,17,,,false,false,false,verified,high,observed_game_weeks,https://github.com/nflverse/nflverse-data/releases/download/pbp/play_by_play_2010.parquet,Observed head coach on each included regular-season game; interval is first through last observed game week.
2010-CLE-offensive_coordinator-01-17-brian-daboll,2010,CLE,coach-brian-daboll,Brian Daboll,offensive_coordinator,1,17,,,false,false,false,verified,medium,season_designation,https://nyc3.digitaloceanspaces.com/sportsarchive-documents/prod/60e8d5ec49e0c/494499963-2010-NFL-Record-Fact-Book.pdf,"Formal preseason staff title: offensive coordinator. Weeks encode the season designation, not independently observed weekly tenure; does not establish play-calling duty."
2010-CLE-quarterbacks_coach-01-17-carl-smith,2010,CLE,coach-carl-smith,Carl Smith,quarterbacks_coach,1,17,,,false,false,false,verified,medium,season_designation,https://nyc3.digitaloceanspaces.com/sportsarchive-documents/prod/60e8d5ec49e0c/494499963-2010-NFL-Record-Fact-Book.pdf,"Formal preseason staff title: quarterbacks. Weeks encode the season designation, not independently observed weekly tenure; does not establish play-calling duty."
2010-DAL-head_coach-01-09-wade-phillips,2010,DAL,coach-wade-phillips,Wade Phillips,head_coach,1,9,,,false,false,false,verified,high,observed_game_weeks,https://github.com/nflverse/nflverse-data/releases/download/pbp/play_by_play_2010.parquet,Observed head coach on each included regular-season game; interval is first through last observed game week.
2010-DAL-head_coach-10-17-jason-garrett,2010,DAL,coach-jason-garrett,Jason Garrett,head_coach,10,17,,,true,false,false,verified,high,observed_game_weeks,https://github.com/nflverse/nflverse-data/releases/download/pbp/play_by_play_2010.parquet,Observed head coach on each included regular-season game; interval is first through last observed game week.
2010-DAL-quarterbacks_coach-01-17-wade-wilson,2010,DAL,coach-wade-wilson,Wade Wilson,quarterbacks_coach,1,17,,,false,false,false,verified,medium,season_designation,https://nyc3.digitaloceanspaces.com/sportsarchive-documents/prod/60e8d5ec49e0c/494499963-2010-NFL-Record-Fact-Book.pdf,"Formal preseason staff title: quarterbacks. Weeks encode the season designation, not independently observed weekly tenure; does not establish play-calling duty."
2010-DEN-head_coach-01-13-josh-mcdaniels,2010,DEN,coach-josh-mcdaniels,Josh McDaniels,head_coach,1,13,,,false,false,false,verified,high,observed_game_weeks,https://github.com/nflverse/nflverse-data/releases/download/pbp/play_by_play_2010.parquet,Observed head coach on each included regular-season game; interval is first through last observed game week.
2010-DEN-head_coach-14-17-eric-studesville,2010,DEN,coach-eric-studesville,Eric Studesville,head_coach,14,17,,,true,false,false,verified,high,observed_game_weeks,https://github.com/nflverse/nflverse-data/releases/download/pbp/play_by_play_2010.parquet,Observed head coach on each included regular-season game; interval is first through last observed game week.
2010-DEN-offensive_coordinator-01-17-mike-mccoy,2010,DEN,coach-mike-mccoy,Mike McCoy,offensive_coordinator,1,17,,,false,false,false,verified,medium,season_designation,https://nyc3.digitaloceanspaces.com/sportsarchive-documents/prod/60e8d5ec49e0c/494499963-2010-NFL-Record-Fact-Book.pdf,"Formal preseason staff title: offensive coordinator. Weeks encode the season designation, not independently observed weekly tenure; does not establish play-calling duty."
2010-DEN-quarterbacks_coach-01-17-ben-mcdaniels,2010,DEN,coach-ben-mcdaniels,Ben McDaniels,quarterbacks_coach,1,17,,,false,false,false,verified,medium,season_designation,https://nyc3.digitaloceanspaces.com/sportsarchive-documents/prod/60e8d5ec49e0c/494499963-2010-NFL-Record-Fact-Book.pdf,"Formal preseason staff title: quarterbacks. Weeks encode the season designation, not independently observed weekly tenure; does not establish play-calling duty."
2010-DET-head_coach-01-17-jim-schwartz,2010,DET,coach-jim-schwartz,Jim Schwartz,head_coach,1,17,,,false,false,false,verified,high,observed_game_weeks,https://github.com/nflverse/nflverse-data/releases/download/pbp/play_by_play_2010.parquet,Observed head coach on each included regular-season game; interval is first through last observed game week.
2010-DET-offensive_coordinator-01-17-scott-linehan,2010,DET,coach-scott-linehan,Scott Linehan,offensive_coordinator,1,17,,,false,false,false,verified,medium,season_designation,https://nyc3.digitaloceanspaces.com/sportsarchive-documents/prod/60e8d5ec49e0c/494499963-2010-NFL-Record-Fact-Book.pdf,"Formal preseason staff title: offensive coordinator. Weeks encode the season designation, not independently observed weekly tenure; does not establish play-calling duty."
2010-GB-head_coach-01-17-mike-mccarthy,2010,GB,coach-mike-mccarthy,Mike McCarthy,head_coach,1,17,,,false,false,false,verified,high,observed_game_weeks,https://github.com/nflverse/nflverse-data/releases/download/pbp/play_by_play_2010.parquet,Observed head coach on each included regular-season game; interval is first through last observed game week.
2010-GB-offensive_coordinator-01-17-joe-philbin,2010,GB,coach-joe-philbin,Joe Philbin,offensive_coordinator,1,17,,,false,false,false,verified,medium,season_designation,https://nyc3.digitaloceanspaces.com/sportsarchive-documents/prod/60e8d5ec49e0c/494499963-2010-NFL-Record-Fact-Book.pdf,"Formal preseason staff title: offensive coordinator. Weeks encode the season designation, not independently observed weekly tenure; does not establish play-calling duty."
2010-GB-quarterbacks_coach-01-17-tom-clements,2010,GB,coach-tom-clements,Tom Clements,quarterbacks_coach,1,17,,,false,false,false,verified,medium,season_designation,https://nyc3.digitaloceanspaces.com/sportsarchive-documents/prod/60e8d5ec49e0c/494499963-2010-NFL-Record-Fact-Book.pdf,"Formal preseason staff title: quarterbacks. Weeks encode the season designation, not independently observed weekly tenure; does not establish play-calling duty."
2010-HOU-head_coach-01-17-gary-kubiak,2010,HOU,coach-gary-kubiak,Gary Kubiak,head_coach,1,17,,,false,false,false,verified,high,observed_game_weeks,https://github.com/nflverse/nflverse-data/releases/download/pbp/play_by_play_2010.parquet,Observed head coach on each included regular-season game; interval is first through last observed game week.
2010-HOU-offensive_coordinator-01-17-rick-dennison,2010,HOU,coach-rick-dennison,Rick Dennison,offensive_coordinator,1,17,,,false,false,false,verified,medium,season_designation,https://nyc3.digitaloceanspaces.com/sportsarchive-documents/prod/60e8d5ec49e0c/494499963-2010-NFL-Record-Fact-Book.pdf,"Formal preseason staff title: offensive coordinator. Weeks encode the season designation, not independently observed weekly tenure; does not establish play-calling duty."
2010-HOU-quarterbacks_coach-01-17-greg-knapp,2010,HOU,coach-greg-knapp,Greg Knapp,quarterbacks_coach,1,17,,,false,false,false,verified,medium,season_designation,https://nyc3.digitaloceanspaces.com/sportsarchive-documents/prod/60e8d5ec49e0c/494499963-2010-NFL-Record-Fact-Book.pdf,"Formal preseason staff title: quarterbacks. Weeks encode the season designation, not independently observed weekly tenure; does not establish play-calling duty."
2010-IND-head_coach-01-17-jim-caldwell,2010,IND,coach-jim-caldwell,Jim Caldwell,head_coach,1,17,,,false,false,false,verified,high,observed_game_weeks,https://github.com/nflverse/nflverse-data/releases/download/pbp/play_by_play_2010.parquet,Observed head coach on each included regular-season game; interval is first through last observed game week.
2010-IND-offensive_coordinator-01-17-clyde-christensen,2010,IND,coach-clyde-christensen,Clyde Christensen,offensive_coordinator,1,17,,,false,false,false,verified,medium,season_designation,https://nyc3.digitaloceanspaces.com/sportsarchive-documents/prod/60e8d5ec49e0c/494499963-2010-NFL-Record-Fact-Book.pdf,"Formal preseason staff title: offensive coordinator. Weeks encode the season designation, not independently observed weekly tenure; does not establish play-calling duty."
2010-IND-quarterbacks_coach-01-17-frank-reich,2010,IND,coach-frank-reich,Frank Reich,quarterbacks_coach,1,17,,,false,false,false,verified,medium,season_designation,https://nyc3.digitaloceanspaces.com/sportsarchive-documents/prod/60e8d5ec49e0c/494499963-2010-NFL-Record-Fact-Book.pdf,"Formal preseason staff title: quarterbacks. Weeks encode the season designation, not independently observed weekly tenure; does not establish play-calling duty."
2010-JAX-head_coach-01-17-jack-del-rio,2010,JAX,coach-jack-del-rio,Jack Del Rio,head_coach,1,17,,,false,false,false,verified,high,observed_game_weeks,https://github.com/nflverse/nflverse-data/releases/download/pbp/play_by_play_2010.parquet,Observed head coach on each included regular-season game; interval is first through last observed game week.
2010-JAX-offensive_coordinator-01-17-dirk-koetter,2010,JAX,coach-dirk-koetter,Dirk Koetter,offensive_coordinator,1,17,,,false,false,false,verified,medium,season_designation,https://nyc3.digitaloceanspaces.com/sportsarchive-documents/prod/60e8d5ec49e0c/494499963-2010-NFL-Record-Fact-Book.pdf,"Formal preseason staff title: offensive coordinator. Weeks encode the season designation, not independently observed weekly tenure; does not establish play-calling duty."
2010-JAX-quarterbacks_coach-01-17-mike-shula,2010,JAX,coach-mike-shula,Mike Shula,quarterbacks_coach,1,17,,,false,false,false,verified,medium,season_designation,https://nyc3.digitaloceanspaces.com/sportsarchive-documents/prod/60e8d5ec49e0c/494499963-2010-NFL-Record-Fact-Book.pdf,"Formal preseason staff title: quarterbacks. Weeks encode the season designation, not independently observed weekly tenure; does not establish play-calling duty."
2010-KC-head_coach-01-17-todd-haley,2010,KC,coach-todd-haley,Todd Haley,head_coach,1,17,,,false,false,false,verified,high,observed_game_weeks,https://github.com/nflverse/nflverse-data/releases/download/pbp/play_by_play_2010.parquet,Observed head coach on each included regular-season game; interval is first through last observed game week.
2010-KC-offensive_coordinator-01-17-charlie-weis,2010,KC,coach-charlie-weis,Charlie Weis,offensive_coordinator,1,17,,,false,false,false,verified,medium,season_designation,https://nyc3.digitaloceanspaces.com/sportsarchive-documents/prod/60e8d5ec49e0c/494499963-2010-NFL-Record-Fact-Book.pdf,"Formal preseason staff title: offensive coordinator. Weeks encode the season designation, not independently observed weekly tenure; does not establish play-calling duty."
2010-LA-head_coach-01-17-steve-spagnuolo,2010,LA,coach-steve-spagnuolo,Steve Spagnuolo,head_coach,1,17,,,false,false,false,verified,high,observed_game_weeks,https://github.com/nflverse/nflverse-data/releases/download/pbp/play_by_play_2010.parquet,Observed head coach on each included regular-season game; interval is first through last observed game week.
2010-LA-offensive_coordinator-01-17-pat-shurmur,2010,LA,coach-pat-shurmur,Pat Shurmur,offensive_coordinator,1,17,,,false,false,false,verified,medium,season_designation,https://nyc3.digitaloceanspaces.com/sportsarchive-documents/prod/60e8d5ec49e0c/494499963-2010-NFL-Record-Fact-Book.pdf,"Formal preseason staff title: offensive coordinator. Weeks encode the season designation, not independently observed weekly tenure; does not establish play-calling duty."
2010-LAC-head_coach-01-17-norv-turner,2010,LAC,coach-norv-turner,Norv Turner,head_coach,1,17,,,false,false,false,verified,high,observed_game_weeks,https://github.com/nflverse/nflverse-data/releases/download/pbp/play_by_play_2010.parquet,Observed head coach on each included regular-season game; interval is first through last observed game week.
2010-LAC-quarterbacks_coach-01-17-john-ramsdell,2010,LAC,coach-john-ramsdell,John Ramsdell,quarterbacks_coach,1,17,,,false,false,false,verified,medium,season_designation,https://nyc3.digitaloceanspaces.com/sportsarchive-documents/prod/60e8d5ec49e0c/494499963-2010-NFL-Record-Fact-Book.pdf,"Formal preseason staff title: quarterbacks. Weeks encode the season designation, not independently observed weekly tenure; does not establish play-calling duty."
2010-LV-head_coach-01-17-tom-cable,2010,LV,coach-tom-cable,Tom Cable,head_coach,1,17,,,false,false,false,verified,high,observed_game_weeks,https://github.com/nflverse/nflverse-data/releases/download/pbp/play_by_play_2010.parquet,Observed head coach on each included regular-season game; interval is first through last observed game week.
2010-LV-offensive_coordinator-01-17-hue-jackson,2010,LV,coach-hue-jackson,Hue Jackson,offensive_coordinator,1,17,,,false,false,false,verified,medium,season_designation,https://nyc3.digitaloceanspaces.com/sportsarchive-documents/prod/60e8d5ec49e0c/494499963-2010-NFL-Record-Fact-Book.pdf,"Formal preseason staff title: offensive coordinator. Weeks encode the season designation, not independently observed weekly tenure; does not establish play-calling duty."
2010-LV-quarterbacks_coach-01-17-paul-hackett,2010,LV,coach-paul-hackett,Paul Hackett,quarterbacks_coach,1,17,,,false,false,false,verified,medium,season_designation,https://nyc3.digitaloceanspaces.com/sportsarchive-documents/prod/60e8d5ec49e0c/494499963-2010-NFL-Record-Fact-Book.pdf,"Formal preseason staff title: quarterbacks. Weeks encode the season designation, not independently observed weekly tenure; does not establish play-calling duty."
2010-MIA-head_coach-01-17-tony-sparano,2010,MIA,coach-tony-sparano,Tony Sparano,head_coach,1,17,,,false,false,false,verified,high,observed_game_weeks,https://github.com/nflverse/nflverse-data/releases/download/pbp/play_by_play_2010.parquet,Observed head coach on each included regular-season game; interval is first through last observed game week.
2010-MIA-offensive_coordinator-01-17-dan-henning,2010,MIA,coach-dan-henning,Dan Henning,offensive_coordinator,1,17,,,false,false,false,verified,medium,season_designation,https://nyc3.digitaloceanspaces.com/sportsarchive-documents/prod/60e8d5ec49e0c/494499963-2010-NFL-Record-Fact-Book.pdf,"Formal preseason staff title: offensive coordinator. Weeks encode the season designation, not independently observed weekly tenure; does not establish play-calling duty."
2010-MIA-quarterbacks_coach-01-17-david-lee,2010,MIA,coach-david-lee,David Lee,quarterbacks_coach,1,17,,,false,false,false,verified,medium,season_designation,https://nyc3.digitaloceanspaces.com/sportsarchive-documents/prod/60e8d5ec49e0c/494499963-2010-NFL-Record-Fact-Book.pdf,"Formal preseason staff title: quarterbacks. Weeks encode the season designation, not independently observed weekly tenure; does not establish play-calling duty."
2010-MIN-head_coach-01-11-brad-childress,2010,MIN,coach-brad-childress,Brad Childress,head_coach,1,11,,,false,false,false,verified,high,observed_game_weeks,https://github.com/nflverse/nflverse-data/releases/download/pbp/play_by_play_2010.parquet,Observed head coach on each included regular-season game; interval is first through last observed game week.
2010-MIN-head_coach-12-17-leslie-frazier,2010,MIN,coach-leslie-frazier,Leslie Frazier,head_coach,12,17,,,true,false,false,verified,high,observed_game_weeks,https://github.com/nflverse/nflverse-data/releases/download/pbp/play_by_play_2010.parquet,Observed head coach on each included regular-season game; interval is first through last observed game week.
2010-MIN-offensive_coordinator-01-17-darrell-bevell,2010,MIN,coach-darrell-bevell,Darrell Bevell,offensive_coordinator,1,17,,,false,false,false,verified,medium,season_designation,https://nyc3.digitaloceanspaces.com/sportsarchive-documents/prod/60e8d5ec49e0c/494499963-2010-NFL-Record-Fact-Book.pdf,"Formal preseason staff title: offensive coordinator. Weeks encode the season designation, not independently observed weekly tenure; does not establish play-calling duty."
2010-MIN-quarterbacks_coach-01-17-kevin-rogers,2010,MIN,coach-kevin-rogers,Kevin Rogers,quarterbacks_coach,1,17,,,false,false,false,verified,medium,season_designation,https://nyc3.digitaloceanspaces.com/sportsarchive-documents/prod/60e8d5ec49e0c/494499963-2010-NFL-Record-Fact-Book.pdf,"Formal preseason staff title: quarterbacks. Weeks encode the season designation, not independently observed weekly tenure; does not establish play-calling duty."
2010-NE-head_coach-01-17-bill-belichick,2010,NE,coach-bill-belichick,Bill Belichick,head_coach,1,17,,,false,false,false,verified,high,observed_game_weeks,https://github.com/nflverse/nflverse-data/releases/download/pbp/play_by_play_2010.parquet,Observed head coach on each included regular-season game; interval is first through last observed game week.
2010-NO-head_coach-01-17-sean-payton,2010,NO,coach-sean-payton,Sean Payton,head_coach,1,17,,,false,false,false,verified,high,observed_game_weeks,https://github.com/nflverse/nflverse-data/releases/download/pbp/play_by_play_2010.parquet,Observed head coach on each included regular-season game; interval is first through last observed game week.
2010-NO-quarterbacks_coach-01-17-joe-lombardi,2010,NO,coach-joe-lombardi,Joe Lombardi,quarterbacks_coach,1,17,,,false,false,false,verified,medium,season_designation,https://nyc3.digitaloceanspaces.com/sportsarchive-documents/prod/60e8d5ec49e0c/494499963-2010-NFL-Record-Fact-Book.pdf,"Formal preseason staff title: quarterbacks. Weeks encode the season designation, not independently observed weekly tenure; does not establish play-calling duty."
2010-NYG-head_coach-01-17-tom-coughlin,2010,NYG,coach-tom-coughlin,Tom Coughlin,head_coach,1,17,,,false,false,false,verified,high,observed_game_weeks,https://github.com/nflverse/nflverse-data/releases/download/pbp/play_by_play_2010.parquet,Observed head coach on each included regular-season game; interval is first through last observed game week.
2010-NYG-offensive_coordinator-01-17-kevin-gilbride,2010,NYG,coach-kevin-gilbride,Kevin Gilbride,offensive_coordinator,1,17,,,false,false,false,verified,medium,season_designation,https://nyc3.digitaloceanspaces.com/sportsarchive-documents/prod/60e8d5ec49e0c/494499963-2010-NFL-Record-Fact-Book.pdf,"Formal preseason staff title: offensive coordinator. Weeks encode the season designation, not independently observed weekly tenure; does not establish play-calling duty."
2010-NYG-quarterbacks_coach-01-17-mike-sullivan,2010,NYG,coach-mike-sullivan,Mike Sullivan,quarterbacks_coach,1,17,,,false,false,false,verified,medium,season_designation,https://nyc3.digitaloceanspaces.com/sportsarchive-documents/prod/60e8d5ec49e0c/494499963-2010-NFL-Record-Fact-Book.pdf,"Formal preseason staff title: quarterbacks. Weeks encode the season designation, not independently observed weekly tenure; does not establish play-calling duty."
2010-NYJ-head_coach-01-17-rex-ryan,2010,NYJ,coach-rex-ryan,Rex Ryan,head_coach,1,17,,,false,false,false,verified,high,observed_game_weeks,https://github.com/nflverse/nflverse-data/releases/download/pbp/play_by_play_2010.parquet,Observed head coach on each included regular-season game; interval is first through last observed game week.
2010-NYJ-quarterbacks_coach-01-17-matt-cavanaugh,2010,NYJ,coach-matt-cavanaugh,Matt Cavanaugh,quarterbacks_coach,1,17,,,false,false,false,verified,medium,season_designation,https://nyc3.digitaloceanspaces.com/sportsarchive-documents/prod/60e8d5ec49e0c/494499963-2010-NFL-Record-Fact-Book.pdf,"Formal preseason staff title: quarterbacks. Weeks encode the season designation, not independently observed weekly tenure; does not establish play-calling duty."
2010-PHI-head_coach-01-17-andy-reid,2010,PHI,coach-andy-reid,Andy Reid,head_coach,1,17,,,false,false,false,verified,high,observed_game_weeks,https://github.com/nflverse/nflverse-data/releases/download/pbp/play_by_play_2010.parquet,Observed head coach on each included regular-season game; interval is first through last observed game week.
2010-PHI-quarterbacks_coach-01-17-james-urban,2010,PHI,coach-james-urban,James Urban,quarterbacks_coach,1,17,,,false,false,false,verified,medium,season_designation,https://nyc3.digitaloceanspaces.com/sportsarchive-documents/prod/60e8d5ec49e0c/494499963-2010-NFL-Record-Fact-Book.pdf,"Formal preseason staff title: quarterbacks. Weeks encode the season designation, not independently observed weekly tenure; does not establish play-calling duty."
2010-PIT-head_coach-01-17-mike-tomlin,2010,PIT,coach-mike-tomlin,Mike Tomlin,head_coach,1,17,,,false,false,false,verified,high,observed_game_weeks,https://github.com/nflverse/nflverse-data/releases/download/pbp/play_by_play_2010.parquet,Observed head coach on each included regular-season game; interval is first through last observed game week.
2010-PIT-offensive_coordinator-01-17-bruce-arians,2010,PIT,coach-bruce-arians,Bruce Arians,offensive_coordinator,1,17,,,false,false,false,verified,medium,season_designation,https://nyc3.digitaloceanspaces.com/sportsarchive-documents/prod/60e8d5ec49e0c/494499963-2010-NFL-Record-Fact-Book.pdf,"Formal preseason staff title: offensive coordinator. Weeks encode the season designation, not independently observed weekly tenure; does not establish play-calling duty."
2010-PIT-quarterbacks_coach-01-17-randy-fichtner,2010,PIT,coach-randy-fichtner,Randy Fichtner,quarterbacks_coach,1,17,,,false,false,false,verified,medium,season_designation,https://nyc3.digitaloceanspaces.com/sportsarchive-documents/prod/60e8d5ec49e0c/494499963-2010-NFL-Record-Fact-Book.pdf,"Formal preseason staff title: quarterbacks. Weeks encode the season designation, not independently observed weekly tenure; does not establish play-calling duty."
2010-SEA-head_coach-01-17-pete-carroll,2010,SEA,coach-pete-carroll,Pete Carroll,head_coach,1,17,,,false,false,false,verified,high,observed_game_weeks,https://github.com/nflverse/nflverse-data/releases/download/pbp/play_by_play_2010.parquet,Observed head coach on each included regular-season game; interval is first through last observed game week.
2010-SEA-offensive_coordinator-01-17-jeremy-bates,2010,SEA,coach-jeremy-bates,Jeremy Bates,offensive_coordinator,1,17,,,false,false,false,verified,medium,season_designation,https://nyc3.digitaloceanspaces.com/sportsarchive-documents/prod/60e8d5ec49e0c/494499963-2010-NFL-Record-Fact-Book.pdf,"Formal preseason staff title: offensive coordinator. Weeks encode the season designation, not independently observed weekly tenure; does not establish play-calling duty."
2010-SEA-quarterbacks_coach-01-17-jedd-fisch,2010,SEA,coach-jedd-fisch,Jedd Fisch,quarterbacks_coach,1,17,,,false,false,false,verified,medium,season_designation,https://nyc3.digitaloceanspaces.com/sportsarchive-documents/prod/60e8d5ec49e0c/494499963-2010-NFL-Record-Fact-Book.pdf,"Formal preseason staff title: quarterbacks. Weeks encode the season designation, not independently observed weekly tenure; does not establish play-calling duty."
2010-SF-head_coach-01-16-mike-singletary,2010,SF,coach-mike-singletary,Mike Singletary,head_coach,1,16,,,false,false,false,verified,high,observed_game_weeks,https://github.com/nflverse/nflverse-data/releases/download/pbp/play_by_play_2010.parquet,Observed head coach on each included regular-season game; interval is first through last observed game week.
2010-SF-head_coach-17-17-jim-tomsula,2010,SF,coach-jim-tomsula,Jim Tomsula,head_coach,17,17,,,true,false,false,verified,high,observed_game_weeks,https://github.com/nflverse/nflverse-data/releases/download/pbp/play_by_play_2010.parquet,Observed head coach on each included regular-season game; interval is first through last observed game week.
